age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,admin.,single,tertiary,no,-1785,yes,no,cellular,23,feb,114,19,-1,0,unknown,no
67,blue-collar,single,secondary,no,2572,no,no,cellular,2,jul,613,1,-1,0,unknown,no
30,housemaid,married,secondary,no,6661,yes,no,cellular,29,may,450,1,18,5,failure,no
18,management,divorced,tertiary,no,-1338,no,no,cellular,29,aug,192,25,-1,0,unknown,no
51,unemployed,married,primary,no,5132,no,yes,cellular,11,jun,76,20,-1,0,unknown,no
65,technician,married,tertiary,no,3046,no,no,cellular,28,jul,272,8,-1,0,unknown,no
94,services,married,secondary,no,-2494,yes,no,unknown,3,jul,77,4,-1,0,unknown,no
65,unknown,divorced,primary,no,321,yes,no,cellular,30,nov,110,28,-1,0,unknown,no
66,unknown,single,secondary,no,2349,yes,no,cellular,3,aug,162,22,-1,0,unknown,no
81,management,divorced,secondary,no,6333,yes,no,cellular,10,jun,177,4,-1,0,unknown,no
78,unknown,single,secondary,no,3976,yes,no,cellular,24,jun,54,15,-1,0,unknown,no
46,retired,married,tertiary,no,-486,no,no,cellular,2,jul,305,2,-1,0,unknown,no
56,technician,divorced,primary,no,2757,yes,no,cellular,1,aug,1243,17,383,6,other,yes
43,technician,divorced,secondary,no,-6838,yes,no,unknown,6,may,72,8,-1,0,unknown,no
34,unknown,married,secondary,no,4280,yes,yes,cellular,6,feb,208,16,-1,0,unknown,no
88,technician,married,tertiary,no,-726,yes,no,cellular,11,jun,156,6,201,8,other,no
30,retired,single,primary,no,-1595,no,no,cellular,16,apr,94,1,-1,0,unknown,no
86,retired,divorced,secondary,no,628,yes,no,unknown,1,may,140,5,-1,0,unknown,no
43,blue-collar,single,primary,no,-2164,no,no,telephone,5,jul,340,19,-1,0,unknown,no
66,management,single,secondary,no,981,yes,no,telephone,25,may,138,18,361,3,other,no
84,technician,divorced,tertiary,no,4732,no,yes,cellular,26,feb,182,3,-1,0,unknown,no
24,technician,divorced,secondary,no,-4350,yes,no,unknown,27,jul,167,2,-1,0,unknown,no
75,blue-collar,single,secondary,no,1355,no,no,cellular,10,jun,209,26,-1,0,unknown,no
66,blue-collar,single,tertiary,no,1099,yes,no,cellular,21,may,88,2,-1,0,unknown,no
70,retired,married,primary,no,3129,no,no,cellular,28,jun,183,1,-1,0,unknown,no
82,blue-collar,single,secondary,no,1014,no,no,unknown,23,jul,37,3,160,6,other,no
79,technician,married,secondary,no,4439,yes,no,cellular,6,apr,348,19,-1,0,unknown,no
34,self-employed,single,secondary,no,5677,yes,yes,cellular,11,may,30,4,-1,0,unknown,no
60,retired,married,secondary,no,4681,no,yes,telephone,26,aug,396,3,-1,0,unknown,no
42,admin.,married,tertiary,no,-607,yes,no,cellular,16,jul,450,8,-1,0,unknown,no
20,management,married,secondary,no,7406,no,no,telephone,20,may,4,12,35,4,other,no
46,housemaid,single,tertiary,no,-1865,no,no,telephone,13,may,458,29,-1,0,unknown,no
49,self-employed,married,secondary,no,3742,yes,no,cellular,12,apr,269,4,-1,0,unknown,no
43,technician,married,unknown,no,5056,yes,no,cellular,18,may,26,14,-1,0,unknown,no
33,blue-collar,married,secondary,no,7845,no,no,unknown,26,sep,1593,10,-1,0,unknown,yes
42,admin.,married,secondary,no,4629,no,no,cellular,13,jun,246,17,-1,0,unknown,no
71,admin.,married,secondary,no,-667,yes,no,unknown,5,jul,132,18,-1,0,unknown,no
45,retired,married,primary,no,4361,no,no,unknown,28,may,558,7,53,1,other,no
90,blue-collar,married,secondary,no,1205,yes,yes,cellular,28,may,10,13,-1,0,unknown,no
73,entrepreneur,married,secondary,no,4918,no,no,cellular,30,nov,325,22,-1,0,unknown,no
82,services,married,primary,no,2190,yes,no,cellular,30,sep,40,25,-1,0,unknown,no
58,admin.,married,primary,no,5898,yes,no,cellular,26,aug,207,13,-1,0,unknown,no
68,management,single,primary,no,1697,yes,no,cellular,13,may,26,22,122,8,success,no
88,admin.,married,secondary,no,4430,yes,no,cellular,25,jul,293,2,139,9,other,no
46,admin.,married,secondary,no,-241,yes,yes,unknown,13,jun,161,8,26,7,failure,no
36,services,married,tertiary,no,5161,no,no,cellular,19,nov,1,25,215,9,failure,no
83,management,married,secondary,no,-4827,no,no,cellular,19,may,19,21,-1,0,unknown,no
58,technician,married,secondary,no,3730,no,no,unknown,13,nov,313,22,-1,0,unknown,no
62,retired,married,secondary,no,2718,yes,no,cellular,28,aug,131,20,-1,0,unknown,no
32,admin.,single,unknown,yes,2068,yes,no,cellular,11,may,287,11,197,2,failure,no
20,technician,single,secondary,no,-4886,no,no,cellular,16,may,127,2,112,9,failure,no
28,blue-collar,married,tertiary,no,134,yes,no,cellular,23,aug,115,12,-1,0,unknown,no
70,technician,single,secondary,yes,5229,yes,no,unknown,14,aug,498,5,-1,0,unknown,no
63,blue-collar,married,tertiary,yes,-908,yes,no,cellular,10,may,497,21,-1,0,unknown,no
47,admin.,divorced,tertiary,no,-2784,yes,no,cellular,2,may,650,16,-1,0,unknown,no
74,management,married,secondary,no,-1607,yes,yes,cellular,8,jun,446,1,382,2,other,no
35,technician,single,secondary,no,5188,no,no,telephone,23,jun,35,12,-1,0,unknown,no
68,admin.,married,tertiary,no,2994,no,no,unknown,8,aug,17,5,-1,0,unknown,no
65,retired,single,secondary,no,5886,yes,no,cellular,26,nov,15,1,-1,0,unknown,no
83,unknown,married,tertiary,no,3708,no,no,unknown,22,jul,1011,3,-1,0,unknown,yes
25,admin.,married,tertiary,yes,-984,yes,no,cellular,21,aug,179,27,-1,0,unknown,no
39,management,single,tertiary,no,7097,yes,no,unknown,27,may,31,25,-1,0,unknown,no
23,blue-collar,married,secondary,no,-210,no,no,cellular,20,jul,202,4,-1,0,unknown,no
93,management,single,secondary,no,-861,yes,no,cellular,14,apr,319,9,-1,0,unknown,no
74,entrepreneur,single,tertiary,no,2373,yes,no,cellular,24,aug,25,22,-1,0,unknown,no
53,technician,married,secondary,no,2863,no,no,cellular,14,may,109,17,-1,0,unknown,no
74,unknown,married,unknown,no,4122,no,no,cellular,18,apr,53,12,-1,0,unknown,no
66,services,married,unknown,no,599,no,no,telephone,15,dec,956,19,-1,0,unknown,yes
62,services,single,secondary,no,5838,yes,no,unknown,22,nov,98,29,-1,0,unknown,no
83,student,married,secondary,no,-345,yes,yes,cellular,30,may,302,3,-1,0,unknown,no
94,retired,married,secondary,no,-1678,yes,yes,cellular,28,may,646,20,-1,0,unknown,no
62,management,divorced,unknown,no,-4266,yes,yes,cellular,16,nov,513,10,-1,0,unknown,no
37,blue-collar,married,secondary,no,909,no,no,telephone,14,aug,129,20,-1,0,unknown,no
81,retired,divorced,secondary,no,4110,no,no,cellular,10,nov,96,8,-1,0,unknown,no
84,technician,single,tertiary,no,3750,no,no,cellular,22,jul,427,3,-1,0,unknown,no
20,blue-collar,married,secondary,no,2529,no,no,cellular,21,may,59,11,-1,0,unknown,no
71,technician,married,secondary,no,160,yes,no,cellular,2,may,325,15,-1,0,unknown,no
81,entrepreneur,single,secondary,no,5312,no,no,telephone,5,jul,465,20,-1,0,unknown,no
57,unknown,married,tertiary,no,1814,yes,no,cellular,3,nov,488,28,-1,0,unknown,no
76,services,married,secondary,no,2749,yes,yes,cellular,23,jul,2,12,-1,0,unknown,no
72,management,married,tertiary,no,-1949,yes,no,unknown,7,feb,178,3,85,4,success,no
79,admin.,single,primary,no,-4017,no,no,cellular,24,jul,114,7,-1,0,unknown,no
21,admin.,single,tertiary,no,4154,yes,no,cellular,27,jul,994,22,-1,0,unknown,yes
77,unknown,married,tertiary,no,9122,yes,yes,cellular,12,jul,202,1,-1,0,unknown,no
92,admin.,married,secondary,no,2899,no,no,cellular,30,aug,143,10,-1,0,unknown,no
47,management,single,secondary,no,4171,yes,yes,cellular,10,may,72,17,-1,0,unknown,no
19,entrepreneur,divorced,secondary,no,4106,yes,no,cellular,11,may,482,6,-1,0,unknown,no
79,self-employed,married,tertiary,no,1791,no,no,unknown,30,aug,99,19,-1,0,unknown,no
66,management,married,secondary,no,-3089,yes,no,cellular,25,may,452,25,168,1,other,no
26,retired,divorced,secondary,no,3774,no,no,cellular,17,apr,573,12,-1,0,unknown,no
48,blue-collar,single,secondary,no,6158,no,no,cellular,4,may,15,29,-1,0,unknown,no
78,unknown,single,secondary,no,3207,yes,yes,cellular,6,aug,184,28,-1,0,unknown,no
65,blue-collar,divorced,secondary,no,955,yes,no,unknown,7,apr,140,2,11,7,other,no
42,retired,single,tertiary,no,2911,no,yes,cellular,27,may,128,12,-1,0,unknown,no
53,admin.,married,secondary,no,1466,yes,no,cellular,5,jun,119,29,-1,0,unknown,no
25,admin.,single,tertiary,no,5608,yes,no,unknown,6,may,195,19,-1,0,unknown,no
90,retired,single,secondary,no,2333,no,yes,cellular,17,aug,35,9,-1,0,unknown,no
75,unknown,divorced,tertiary,no,3868,no,no,cellular,14,jul,528,28,-1,0,unknown,yes
62,student,married,primary,no,5103,no,no,cellular,11,sep,210,6,345,1,success,yes
79,unknown,married,secondary,no,3883,no,no,cellular,5,may,109,17,-1,0,unknown,no
56,retired,single,secondary,no,1909,yes,no,cellular,2,jul,71,2,-1,0,unknown,no
75,unemployed,married,tertiary,no,-2808,yes,yes,cellular,14,aug,247,7,82,7,failure,no
81,housemaid,married,primary,no,3042,no,no,cellular,27,apr,398,6,44,7,failure,no
61,blue-collar,divorced,tertiary,no,4512,yes,yes,cellular,16,feb,149,14,231,3,success,yes
46,services,married,primary,no,-3088,yes,no,cellular,2,jul,1075,17,-1,0,unknown,no
76,management,single,tertiary,no,2981,no,no,telephone,17,jul,197,26,-1,0,unknown,no
88,housemaid,divorced,tertiary,yes,1754,yes,no,unknown,26,may,995,18,-1,0,unknown,yes
26,technician,married,tertiary,no,-5071,yes,no,telephone,16,feb,847,6,-1,0,unknown,no
23,unknown,divorced,secondary,no,2724,no,no,cellular,9,may,236,12,-1,0,unknown,no
46,technician,single,tertiary,no,5870,no,yes,unknown,20,jul,224,6,-1,0,unknown,no
75,blue-collar,married,secondary,no,1810,yes,no,cellular,20,aug,28,22,-1,0,unknown,no
34,blue-collar,married,tertiary,no,-4508,no,no,unknown,9,jun,683,14,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,2798,yes,no,cellular,5,jul,419,13,-1,0,unknown,no
20,management,married,secondary,no,5013,yes,yes,unknown,4,jul,179,9,-1,0,unknown,no
38,unknown,married,tertiary,no,-835,yes,yes,unknown,7,jun,94,18,353,9,failure,no
81,blue-collar,married,tertiary,no,1001,yes,no,unknown,29,may,470,10,-1,0,unknown,no
53,technician,married,unknown,no,612,no,no,unknown,29,may,88,10,-1,0,unknown,no
79,blue-collar,married,secondary,no,1990,yes,no,cellular,5,aug,201,27,-1,0,unknown,no
59,technician,divorced,secondary,no,519,no,no,telephone,24,jun,57,14,-1,0,unknown,no
93,technician,divorced,secondary,no,5677,yes,yes,telephone,3,jul,421,9,-1,0,unknown,no
59,management,married,tertiary,no,5601,no,no,cellular,30,jun,360,9,-1,0,unknown,no
78,housemaid,married,secondary,no,-184,yes,yes,unknown,8,aug,89,26,-1,0,unknown,no
30,management,single,primary,no,5674,yes,no,unknown,16,jun,32,25,-1,0,unknown,no
28,blue-collar,married,secondary,no,-3317,yes,no,unknown,27,dec,50,9,-1,0,unknown,no
71,management,single,primary,no,-804,no,no,cellular,6,may,247,3,-1,0,unknown,no
33,technician,single,tertiary,no,3499,no,no,telephone,30,may,41,26,61,4,failure,no
25,unknown,single,primary,no,1894,no,no,cellular,29,may,99,9,-1,0,unknown,no
76,blue-collar,married,secondary,no,2065,no,no,unknown,9,nov,471,13,95,9,other,no
74,unknown,married,tertiary,no,2766,yes,no,cellular,22,sep,22,10,-1,0,unknown,no
57,technician,married,secondary,no,181,yes,no,cellular,20,may,224,25,-1,0,unknown,no
76,technician,married,secondary,no,5392,yes,no,cellular,18,jul,131,3,86,3,other,no
19,housemaid,married,secondary,no,3721,yes,no,unknown,11,jul,33,29,-1,0,unknown,no
93,blue-collar,divorced,tertiary,no,1332,no,no,unknown,19,may,183,20,-1,0,unknown,no
27,technician,divorced,secondary,no,4422,no,no,cellular,7,may,187,4,-1,0,unknown,no
61,technician,divorced,primary,no,3012,yes,no,unknown,10,may,122,14,-1,0,unknown,no
28,entrepreneur,divorced,secondary,no,917,no,yes,cellular,5,aug,14,13,-1,0,unknown,no
19,management,married,secondary,no,789,yes,no,unknown,7,may,59,20,-1,0,unknown,no
67,blue-collar,single,secondary,no,-1801,yes,no,unknown,23,jun,133,7,-1,0,unknown,no
29,services,married,tertiary,no,-189,yes,no,unknown,6,jun,83,21,-1,0,unknown,no
40,services,married,secondary,no,1090,yes,no,unknown,18,nov,45,7,206,9,failure,no
35,unknown,married,primary,no,1898,yes,no,cellular,21,may,172,6,-1,0,unknown,no
79,technician,single,tertiary,no,-1085,yes,yes,unknown,15,feb,130,23,-1,0,unknown,no
79,management,single,primary,no,1767,yes,no,unknown,27,aug,282,8,-1,0,unknown,no
55,housemaid,married,secondary,no,20,yes,no,cellular,10,aug,212,6,-1,0,unknown,no
84,technician,married,secondary,no,-492,yes,no,unknown,6,aug,47,25,-1,0,unknown,no
55,management,married,tertiary,no,3200,yes,no,unknown,24,aug,300,4,-1,0,unknown,no
84,blue-collar,married,primary,no,2163,no,no,unknown,1,jun,161,28,-1,0,unknown,no
78,management,married,secondary,no,1243,no,no,unknown,28,feb,31,5,-1,0,unknown,no
18,management,single,primary,no,3177,no,no,cellular,28,aug,4,25,-1,0,unknown,no
62,services,single,secondary,no,-2203,yes,no,unknown,28,nov,254,25,-1,0,unknown,no
45,retired,married,tertiary,no,-1960,no,no,cellular,10,may,248,18,260,7,failure,no
38,blue-collar,single,secondary,no,431,yes,no,cellular,23,apr,443,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,1111,no,no,cellular,15,may,370,25,-1,0,unknown,no
44,admin.,divorced,secondary,no,3714,yes,no,telephone,14,sep,541,22,-1,0,unknown,no
24,blue-collar,married,primary,no,-461,yes,no,unknown,16,apr,89,24,-1,0,unknown,no
39,unknown,single,unknown,no,-397,yes,no,cellular,5,aug,137,14,-1,0,unknown,no
91,retired,divorced,secondary,no,4688,yes,no,cellular,14,apr,16,24,-1,0,unknown,no
70,blue-collar,single,primary,no,-1827,yes,no,telephone,16,feb,136,24,-1,0,unknown,no
21,retired,married,secondary,no,4469,no,yes,cellular,14,nov,64,14,-1,0,unknown,no
40,housemaid,single,tertiary,yes,1448,yes,no,unknown,7,aug,422,5,-1,0,unknown,no
87,unknown,married,secondary,no,-912,no,yes,unknown,19,jul,275,11,-1,0,unknown,no
93,technician,married,tertiary,no,-1866,yes,no,unknown,4,may,392,27,-1,0,unknown,no
50,management,married,secondary,no,861,no,no,cellular,18,may,231,26,-1,0,unknown,no
45,management,divorced,secondary,no,3379,no,no,cellular,28,mar,235,20,222,5,failure,no
25,management,divorced,tertiary,no,1380,no,no,cellular,22,jul,69,3,-1,0,unknown,no
18,admin.,married,primary,no,4173,yes,no,cellular,21,jul,285,16,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,4087,no,no,cellular,15,may,40,20,-1,0,unknown,no
80,admin.,divorced,primary,no,3838,yes,yes,unknown,17,may,83,8,-1,0,unknown,no
39,retired,married,primary,no,3965,yes,yes,telephone,1,jul,51,20,-1,0,unknown,no
87,blue-collar,married,secondary,no,-178,no,no,cellular,24,nov,770,15,-1,0,unknown,yes
38,technician,married,secondary,no,3765,yes,yes,cellular,15,may,589,14,-1,0,unknown,no
52,self-employed,single,tertiary,no,7815,yes,no,cellular,16,jun,536,14,-1,0,unknown,yes
22,housemaid,married,primary,no,4354,yes,no,cellular,24,aug,831,8,-1,0,unknown,no
77,management,single,unknown,no,258,no,no,unknown,22,may,244,24,-1,0,unknown,no
63,management,married,tertiary,no,-317,no,yes,unknown,11,sep,580,1,-1,0,unknown,no
67,technician,married,tertiary,no,1763,yes,no,unknown,9,sep,89,16,347,6,failure,no
65,blue-collar,married,tertiary,no,3734,yes,no,cellular,17,jul,125,27,-1,0,unknown,no
23,technician,married,secondary,no,1957,yes,no,unknown,26,jul,162,27,-1,0,unknown,no
73,blue-collar,married,secondary,no,-1899,yes,yes,unknown,15,dec,24,28,-1,0,unknown,no
76,housemaid,married,tertiary,no,3696,no,no,cellular,8,aug,449,12,-1,0,unknown,no
46,technician,single,primary,no,4236,no,no,cellular,18,jul,32,14,-1,0,unknown,no
88,student,married,unknown,no,-1211,no,no,unknown,8,sep,414,9,-1,0,unknown,no
94,admin.,single,secondary,no,4304,no,no,unknown,3,jul,659,14,-1,0,unknown,no
35,self-employed,divorced,tertiary,no,1786,no,no,cellular,22,may,216,13,-1,0,unknown,no
19,admin.,single,primary,no,2884,no,no,cellular,23,may,46,19,-1,0,unknown,no
25,blue-collar,divorced,tertiary,no,2935,no,yes,cellular,19,jun,148,22,-1,0,unknown,no
92,technician,married,secondary,no,2286,no,no,cellular,14,jun,38,16,310,4,failure,no
71,housemaid,married,tertiary,no,224,no,no,unknown,2,aug,32,19,-1,0,unknown,no
55,management,divorced,tertiary,no,2921,no,no,cellular,1,may,364,25,-1,0,unknown,no
65,technician,single,tertiary,no,1560,yes,no,cellular,30,jul,128,17,-1,0,unknown,no
44,retired,single,tertiary,no,2410,no,no,cellular,5,may,0,23,-1,0,unknown,no
37,management,single,primary,no,603,no,no,cellular,17,nov,12,5,245,3,other,no
29,blue-collar,single,secondary,no,2607,yes,no,unknown,1,jun,439,28,-1,0,unknown,no
60,self-employed,married,secondary,no,1420,no,no,unknown,21,jul,249,3,-1,0,unknown,no
78,management,single,tertiary,no,-1584,yes,no,cellular,16,jul,480,28,-1,0,unknown,no
48,technician,married,secondary,no,3032,no,no,unknown,3,apr,82,27,-1,0,unknown,no
78,admin.,married,unknown,no,4663,no,yes,cellular,10,sep,97,23,-1,0,unknown,no
91,retired,married,secondary,no,2654,yes,no,cellular,19,may,247,1,-1,0,unknown,no
84,management,married,secondary,no,910,no,no,cellular,11,may,282,22,-1,0,unknown,no
52,services,married,primary,no,2647,no,no,cellular,23,jul,6,7,-1,0,unknown,no
32,technician,single,secondary,no,-557,no,yes,cellular,3,mar,613,25,-1,0,unknown,no
33,management,single,primary,no,3830,yes,yes,unknown,2,jul,414,25,-1,0,unknown,no
30,unknown,single,tertiary,no,4104,yes,no,unknown,3,may,36,7,75,2,other,no
52,technician,married,secondary,no,1346,yes,no,cellular,15,apr,2,21,-1,0,unknown,no
92,blue-collar,divorced,primary,no,1828,yes,no,unknown,27,aug,378,23,-1,0,unknown,no
76,unemployed,married,secondary,no,-1578,yes,no,cellular,20,jun,601,27,-1,0,unknown,no
38,blue-collar,single,tertiary,no,3206,no,no,cellular,9,may,100,17,-1,0,unknown,no
71,services,married,secondary,no,784,no,no,cellular,15,apr,99,7,-1,0,unknown,no
92,blue-collar,married,secondary,no,-6147,yes,no,cellular,28,jul,186,13,-1,0,unknown,no
47,student,married,primary,no,1815,yes,no,cellular,2,may,289,28,-1,0,unknown,no
65,admin.,single,tertiary,no,1146,no,no,cellular,30,nov,269,29,-1,0,unknown,no
52,management,married,secondary,no,-1553,yes,no,cellular,6,jul,360,13,-1,0,unknown,no
55,technician,married,tertiary,no,4396,no,no,cellular,5,may,31,10,-1,0,unknown,no
48,services,married,tertiary,no,182,no,no,cellular,6,jul,189,20,-1,0,unknown,no
41,management,married,primary,no,-711,no,no,telephone,5,jul,182,2,-1,0,unknown,no
66,blue-collar,single,secondary,no,4791,yes,no,cellular,22,aug,772,6,-1,0,unknown,yes
49,admin.,married,primary,no,2691,yes,no,cellular,12,nov,646,7,-1,0,unknown,no
72,management,married,secondary,no,-1451,yes,no,cellular,4,nov,357,27,-1,0,unknown,no
75,retired,married,tertiary,no,1444,yes,no,cellular,24,aug,540,13,388,2,failure,no
20,management,married,unknown,no,-870,no,no,cellular,28,jul,353,29,-1,0,unknown,no
86,blue-collar,married,secondary,no,-2289,yes,no,cellular,25,may,328,23,-1,0,unknown,no
27,services,single,secondary,no,-2508,yes,no,cellular,26,may,62,8,-1,0,unknown,no
42,unknown,married,secondary,no,3533,no,no,telephone,23,jun,247,21,-1,0,unknown,no
85,management,married,secondary,no,-900,yes,no,cellular,30,apr,639,13,-1,0,unknown,no
78,retired,married,secondary,no,-1467,yes,yes,cellular,14,may,357,26,-1,0,unknown,no
46,entrepreneur,married,tertiary,no,803,no,no,cellular,14,dec,239,11,-1,0,unknown,no
36,technician,married,secondary,no,9183,yes,no,cellular,11,aug,77,10,-1,0,unknown,no
60,admin.,married,secondary,no,2883,yes,no,cellular,28,jun,292,29,-1,0,unknown,no
83,blue-collar,married,secondary,no,3944,yes,no,unknown,1,may,109,27,-1,0,unknown,no
91,management,married,secondary,no,-1360,no,no,cellular,21,jul,17,24,-1,0,unknown,no
78,self-employed,single,secondary,no,2765,yes,no,cellular,23,may,70,4,-1,0,unknown,no
60,unknown,single,tertiary,no,1468,yes,no,cellular,5,may,127,10,307,3,other,no
42,management,single,secondary,no,-627,yes,no,unknown,5,apr,1471,17,-1,0,unknown,yes
37,management,married,unknown,no,829,yes,yes,cellular,12,may,368,28,85,5,failure,no
65,management,single,secondary,no,-445,yes,no,unknown,5,jul,84,8,-1,0,unknown,no
41,services,divorced,primary,no,1877,no,no,cellular,21,may,370,20,-1,0,unknown,no
28,unemployed,single,secondary,no,832,no,no,cellular,13,may,114,5,-1,0,unknown,no
72,blue-collar,married,tertiary,no,-438,no,no,cellular,11,may,241,29,-1,0,unknown,no
45,management,married,tertiary,no,742,yes,yes,unknown,21,jun,373,20,-1,0,unknown,no
86,admin.,married,primary,no,4081,yes,no,cellular,1,aug,348,15,-1,0,unknown,no
80,services,married,tertiary,no,-1989,no,no,unknown,12,jul,38,23,-1,0,unknown,no
76,technician,married,unknown,no,-168,no,no,unknown,6,jul,450,10,-1,0,unknown,no
22,entrepreneur,single,tertiary,no,2449,no,no,cellular,27,aug,661,19,207,9,failure,yes
68,admin.,single,tertiary,no,-342,yes,no,cellular,11,jun,68,18,-1,0,unknown,no
38,entrepreneur,married,primary,no,5219,yes,no,unknown,12,may,103,26,-1,0,unknown,no
29,blue-collar,married,tertiary,no,4892,no,no,cellular,29,aug,718,12,-1,0,unknown,yes
67,blue-collar,married,tertiary,no,5051,no,no,unknown,6,aug,1061,2,-1,0,unknown,yes
21,management,married,secondary,no,3390,no,no,cellular,24,may,155,7,-1,0,unknown,no
59,blue-collar,married,primary,no,4352,no,no,unknown,30,nov,9,11,-1,0,unknown,no
55,blue-collar,married,secondary,no,1493,no,no,cellular,5,nov,696,15,-1,0,unknown,no
42,unemployed,married,tertiary,no,-273,no,yes,unknown,18,sep,6,12,-1,0,unknown,no
31,management,divorced,secondary,no,-100,yes,no,cellular,16,may,103,10,-1,0,unknown,no
92,management,married,secondary,no,-3231,no,no,cellular,13,sep,24,13,19,8,other,no
49,blue-collar,married,tertiary,no,373,yes,no,cellular,7,jul,184,22,-1,0,unknown,no
28,admin.,married,tertiary,no,552,yes,no,cellular,14,may,9,2,-1,0,unknown,no
78,management,married,secondary,no,910,no,no,unknown,1,aug,65,24,299,3,failure,no
35,unknown,married,secondary,no,8989,no,no,unknown,21,may,158,15,-1,0,unknown,no
44,admin.,single,secondary,no,-754,no,no,cellular,28,may,19,22,-1,0,unknown,no
72,services,married,tertiary,no,763,yes,yes,cellular,21,sep,168,8,-1,0,unknown,no
71,services,married,secondary,no,7885,yes,no,cellular,12,sep,79,6,-1,0,unknown,no
92,blue-collar,single,tertiary,no,-642,no,no,unknown,3,sep,80,4,-1,0,unknown,no
38,admin.,married,tertiary,no,-1666,no,no,unknown,18,sep,713,8,-1,0,unknown,yes
61,blue-collar,married,unknown,no,849,yes,no,cellular,11,jul,302,20,141,2,success,no
22,admin.,married,secondary,no,-651,no,no,telephone,20,jul,684,22,-1,0,unknown,yes
58,admin.,single,secondary,no,4699,no,no,cellular,7,nov,221,5,-1,0,unknown,no
76,blue-collar,married,secondary,no,1873,yes,no,unknown,10,apr,613,20,-1,0,unknown,no
71,services,married,tertiary,no,-1858,yes,no,cellular,19,aug,468,23,-1,0,unknown,no
91,unknown,single,secondary,no,2379,yes,no,telephone,13,jul,1583,8,-1,0,unknown,yes
39,admin.,married,primary,no,2003,yes,yes,cellular,14,nov,180,14,-1,0,unknown,no
82,management,married,secondary,no,-2697,yes,no,cellular,15,jul,307,22,-1,0,unknown,no
81,admin.,married,secondary,no,2760,yes,no,cellular,6,may,45,17,-1,0,unknown,no
88,services,single,secondary,no,2920,yes,no,unknown,7,aug,723,23,-1,0,unknown,yes
21,unknown,single,primary,no,-2616,yes,no,unknown,13,jul,131,20,-1,0,unknown,no
82,self-employed,divorced,secondary,no,-2213,yes,no,unknown,16,may,641,2,-1,0,unknown,no
32,admin.,divorced,secondary,no,371,no,no,cellular,15,jan,27,19,335,1,failure,no
93,retired,single,secondary,no,-444,no,no,cellular,18,jul,186,26,-1,0,unknown,no
39,blue-collar,single,tertiary,no,3211,yes,yes,cellular,3,may,0,4,-1,0,unknown,no
64,technician,single,primary,no,123,yes,no,unknown,16,sep,138,14,-1,0,unknown,no
63,technician,married,secondary,no,894,yes,no,cellular,25,may,22,7,-1,0,unknown,no
31,self-employed,married,secondary,no,-1753,no,no,unknown,1,jul,153,25,-1,0,unknown,no
67,unknown,married,secondary,no,4267,no,no,unknown,24,may,209,16,-1,0,unknown,no
37,unknown,married,tertiary,no,-856,no,no,unknown,1,may,493,10,-1,0,unknown,no
67,unemployed,single,secondary,no,-1673,no,no,unknown,19,may,90,11,-1,0,unknown,no
50,blue-collar,married,primary,no,1577,no,yes,cellular,6,jun,215,22,-1,0,unknown,no
76,services,married,secondary,no,4642,yes,yes,unknown,11,jul,17,26,238,8,success,no
60,technician,married,secondary,no,2780,no,no,unknown,24,jul,631,5,-1,0,unknown,no
29,admin.,single,secondary,no,-271,no,no,cellular,7,sep,155,25,-1,0,unknown,no
57,blue-collar,single,primary,no,206,yes,no,cellular,3,jul,75,12,-1,0,unknown,no
37,unemployed,married,tertiary,no,-2626,yes,no,unknown,28,aug,160,24,-1,0,unknown,no
55,entrepreneur,married,unknown,no,7196,yes,no,unknown,6,may,169,24,-1,0,unknown,no
20,self-employed,married,secondary,no,6077,yes,no,unknown,1,may,350,24,-1,0,unknown,no
45,student,married,secondary,no,2287,no,no,cellular,8,feb,947,15,196,9,failure,yes
73,unknown,married,tertiary,no,1385,no,no,cellular,25,apr,53,24,-1,0,unknown,no
30,technician,single,tertiary,no,-1956,yes,no,telephone,25,may,14,24,176,2,success,no
94,unemployed,married,tertiary,no,984,yes,no,unknown,14,may,275,10,186,8,other,no
83,retired,married,secondary,no,4095,no,yes,cellular,4,aug,557,26,-1,0,unknown,yes
54,technician,married,secondary,no,3609,yes,no,cellular,4,jul,214,23,135,5,failure,no
66,unknown,married,secondary,no,70,yes,yes,unknown,23,nov,21,2,-1,0,unknown,no
83,self-employed,married,tertiary,no,3824,yes,yes,cellular,23,oct,141,18,-1,0,unknown,no
53,admin.,married,tertiary,no,4893,no,no,cellular,16,nov,274,11,394,3,success,yes
71,admin.,married,primary,no,1525,no,no,cellular,11,may,102,5,-1,0,unknown,no
43,blue-collar,single,secondary,no,4367,yes,no,cellular,22,jun,480,6,-1,0,unknown,no
92,blue-collar,married,primary,no,6372,yes,no,cellular,7,may,65,13,-1,0,unknown,no
89,unknown,married,secondary,no,7167,yes,yes,cellular,30,nov,116,25,-1,0,unknown,no
57,technician,married,secondary,no,-379,yes,no,cellular,1,may,640,17,-1,0,unknown,yes
60,admin.,single,unknown,no,2752,no,yes,cellular,9,apr,219,27,-1,0,unknown,no
39,technician,married,tertiary,no,3532,yes,no,cellular,30,may,1,16,-1,0,unknown,no
